name,description,type,exact_mass,hc_ratio,nc_ratio,oc_ratio,pc_ratio,sc_ratio,dbe,dbe_o,Molecular.Formula
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,322.1813951,2,0,0.333,0,0.067,1,-4,C15H30O5S1
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,322.2144094,1.579,0,0.211,0,0,5,1,C19H30O4
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,322.2177806,2.125,0,0.25,0,0.062,0,-4,C16H34O4S1
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,322.2355388,2.125,0,0.375,0,0,0,-6,C16H34O6
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,324.1970451,2.133,0,0.333,0,0.067,0,-5,C15H32O5S1
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,326.1763097,2.143,0,0.429,0,0.071,0,-6,C14H30O6S1
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,326.1915658,1.667,0,0.167,0,0.056,4,1,C18H30O3S1
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,330.3133952,2.1,0,0.15,0,0,0,-3,C20H42O3
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,332.1835032,1.75,0,0.438,0,0,3,-4,C16H28O7
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,334.2719243,2.111,0,0.278,0,0,0,-5,C18H38O5
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,335.249415,2.176,0.059,0.176,0,0.059,0,-3,C17H37O3N1S1
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,336.2334306,2.118,0,0.235,0,0.059,0,-4,C17H36O4S1
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,338.2126952,2.125,0,0.312,0,0.062,0,-5,C16H34O5S1
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,338.2457096,1.7,0,0.2,0,0,4,0,C20H34O4
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,340.2072159,1.684,0,0.158,0,0.053,4,1,C19H32O3S1
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,342.1864804,1.667,0,0.222,0,0.056,4,0,C18H30O4S1
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,346.3083098,2.1,0,0.2,0,0,0,-4,C20H42O4
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,348.2511889,2,0,0.333,0,0,1,-5,C18H36O6
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,349.2650651,2.167,0.056,0.167,0,0.056,0,-3,C18H39O3N1S1
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,350.2126952,2,0,0.294,0,0.059,1,-4,C17H34O5S1
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,350.2490807,2.111,0,0.222,0,0.056,0,-4,C18H38O4S1
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,350.2668389,2.111,0,0.333,0,0,0,-6,C18H38O6
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,354.2076098,2.125,0,0.375,0,0.062,0,-6,C16H34O6S1
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,354.222866,1.7,0,0.15,0,0.05,4,1,C20H34O3S1
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,356.3402787,2.095,0.095,0.095,0,0,1,-1,C21H44O2N2
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,358.3559287,2.19,0.095,0.095,0,0,0,-2,C21H46O2N2
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,361.2650651,2.053,0.053,0.158,0,0.053,1,-2,C19H39O3N1S1
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,362.3032244,2.1,0,0.25,0,0,0,-5,C20H42O5
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,363.2443297,2.056,0.056,0.222,0,0.056,1,-3,C18H37O4N1S1
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,364.2283453,2,0,0.278,0,0.056,1,-4,C18H36O5S1
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,364.2647308,2.105,0,0.211,0,0.053,0,-4,C19H40O4S1
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,366.2617536,2.111,0,0.389,0,0,0,-7,C18H38O7
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,368.2232599,2.118,0,0.353,0,0.059,0,-6,C17H36O6S1
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,370.2025244,2.125,0,0.438,0,0.062,0,-7,C16H34O7S1
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,370.2177806,1.7,0,0.2,0,0.05,4,0,C20H34O4S1
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,376.282489,2,0,0.3,0,0,1,-5,C20H40O6
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,376.3188745,2.095,0,0.238,0,0,0,-5,C21H44O5
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,378.2439953,2,0,0.263,0,0.053,1,-4,C19H38O5S1
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,378.2803808,2.1,0,0.2,0,0.05,0,-4,C20H42O4S1
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,378.2981391,2.1,0,0.3,0,0,0,-6,C20H42O6
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,382.2389099,2.111,0,0.333,0,0.056,0,-6,C18H38O6S1
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,382.2541661,1.727,0,0.136,0,0.045,4,1,C22H38O3S1
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,382.2719243,1.727,0,0.227,0,0,4,-1,C22H38O5
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,390.3345246,2.091,0,0.227,0,0,0,-5,C22H46O5
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,392.2596454,2,0,0.25,0,0.05,1,-4,C20H40O5S1
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,394.2930537,2.1,0,0.35,0,0,0,-7,C20H42O7
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,396.2875744,1.739,0,0.217,0,0,4,-1,C23H40O5
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,398.2338246,2.111,0,0.389,0,0.056,0,-7,C18H38O7S1
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,399.2807152,1.864,0.045,0.136,0,0.045,3,0,C22H41O3N1S1
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,403.2756298,1.952,0.048,0.19,0,0.048,2,-2,C21H41O4N1S1
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,406.2752954,2,0,0.238,0,0.048,1,-4,C21H42O5S1
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,406.3294392,2.091,0,0.273,0,0,0,-6,C22H46O6
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,408.3087038,2.095,0,0.333,0,0,0,-7,C21H44O7
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,410.2854662,1.75,0,0.125,0,0.042,4,1,C24H42O3S1
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,412.2494746,2.105,0,0.368,0,0.053,0,-7,C19H40O7S1
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,422.3243538,2.091,0,0.318,0,0,0,-7,C22H46O7
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,426.2981391,1.75,0,0.25,0,0,4,-2,C24H42O6
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,434.3607393,2.083,0,0.25,0,0,0,-6,C24H50O6
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,438.2981391,1.68,0,0.24,0,0,5,-1,C25H42O6
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,440.3137891,1.76,0,0.24,0,0,4,-2,C25H44O6
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,450.3556539,2.083,0,0.292,0,0,0,-7,C24H50O7
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,458.2549539,2.1,0,0.45,0,0.05,0,-9,C20H42O9S1
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,464.3349185,2,0,0.333,0,0,1,-7,C24H48O8
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,470.3243538,1.769,0,0.269,0,0,4,-3,C26H46O7
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,478.3869541,2.077,0,0.269,0,0,0,-7,C26H54O7
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,480.3662186,2.08,0,0.32,0,0,0,-8,C25H52O8
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,484.3400039,1.778,0,0.259,0,0,4,-3,C27H48O7
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,486.2862541,2.091,0,0.409,0,0.045,0,-9,C22H46O9S1
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,488.4076895,2,0,0.214,0,0,1,-5,C28H56O6
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,494.3818687,2.077,0,0.308,0,0,0,-8,C26H54O8
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,496.3611332,2.08,0,0.36,0,0,0,-9,C25H52O9
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,500.3019041,2.087,0,0.391,0,0.043,0,-9,C23H48O9S1
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,506.4182542,2.071,0,0.25,0,0,0,-7,C28H58O7
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,508.3975188,2.074,0,0.296,0,0,0,-8,C27H56O8
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,510.3767833,2.077,0,0.346,0,0,0,-9,C26H54O9
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,514.3505686,1.786,0,0.286,0,0,4,-4,C28H50O8
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,522.4131688,2.071,0,0.286,0,0,0,-8,C28H58O8
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,524.3924334,2.074,0,0.333,0,0,0,-9,C27H56O9
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,526.3716979,2.077,0,0.385,0,0,0,-10,C26H54O10
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,538.4080834,2.071,0,0.321,0,0,0,-9,C28H58O9
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,550.4444689,2.067,0,0.267,0,0,0,-8,C30H62O8
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,552.4237335,2.069,0,0.31,0,0,0,-9,C29H60O9
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,554.4029981,2.071,0,0.357,0,0,0,-10,C28H58O10
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,558.3767833,1.8,0,0.3,0,0,4,-5,C30H54O9
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,566.4393836,2.067,0,0.3,0,0,0,-9,C30H62O9
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,568.4186481,2.069,0,0.345,0,0,0,-10,C29H60O10
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,570.3979127,2.071,0,0.393,0,0,0,-11,C28H58O11
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,572.3924334,1.806,0,0.29,0,0,4,-5,C31H56O9
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,580.4550336,2.065,0,0.29,0,0,0,-9,C31H64O9
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,582.4342982,2.067,0,0.333,0,0,0,-10,C30H62O10
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,594.4706837,2.062,0,0.281,0,0,0,-9,C32H66O9
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,596.4499483,2.065,0,0.323,0,0,0,-10,C31H64O10
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,602.4029981,1.812,0,0.312,0,0,4,-6,C32H58O10
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,610.4655983,2.062,0,0.312,0,0,0,-10,C32H66O10
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,616.4186481,1.818,0,0.303,0,0,4,-6,C33H60O10
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,624.3266794,1.625,0.062,0.188,0,0.062,8,2,C32H52O6N2S2
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,624.4812484,2.061,0,0.303,0,0,0,-10,C33H68O10
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,626.4605129,2.062,0,0.344,0,0,0,-11,C32H66O11
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,634.3598129,2.071,0,0.464,0,0.036,0,-13,C28H58O13S1
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,638.596159,2,0.051,0.103,0,0,2,-2,C39H78O4N2
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,640.476163,2.061,0,0.333,0,0,0,-11,C33H68O11
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,642.6274591,2.103,0.051,0.103,0,0,0,-4,C39H82O4N2
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,646.4292128,1.824,0,0.324,0,0,4,-7,C34H62O11
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,658.4292128,1.771,0,0.314,0,0,5,-6,C35H62O11
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,660.4448629,1.829,0,0.314,0,0,4,-7,C35H64O11
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,666.5281986,2.056,0,0.278,0,0,0,-10,C36H74O10
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,676.4067631,2.065,0,0.419,0,0.032,0,-13,C31H64O13S1
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,680.3892796,1.667,0.056,0.167,0,0.056,8,2,C36H60O6N2S2
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,682.5231132,2.056,0,0.306,0,0,0,-11,C36H74O11
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,698.5180278,2.056,0,0.333,0,0,0,-12,C36H74O12
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,704.4710776,1.838,0,0.324,0,0,4,-8,C37H68O12
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,708.5387633,2,0,0.289,0,0,1,-10,C38H76O11
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,713.4020121,1.909,0.03,0.394,0,0.03,3,-10,C33H63O13N1S1
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,714.5129424,2.056,0,0.361,0,0,0,-13,C36H74O13
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,728.5285925,2.054,0,0.351,0,0,0,-13,C37H76O13
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,734.4816423,1.842,0,0.342,0,0,4,-9,C38H70O13
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,736.4518799,1.7,0.05,0.15,0,0.05,8,2,C40H68O6N2S2
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,744.666547,2.044,0,0.111,0,0.022,0,-5,C45H92O5S1
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,758.5391572,2.053,0,0.368,0,0,0,-14,C38H78O14
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,770.5755427,2.05,0,0.325,0,0,0,-13,C40H82O13
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,786.5704573,2.05,0,0.35,0,0,0,-14,C40H82O14
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,792.5235071,1.854,0,0.341,0,0,4,-10,C41H76O14
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,802.5653719,2.05,0,0.375,0,0,0,-15,C40H82O15
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,814.6017574,2.048,0,0.333,0,0,0,-14,C42H86O14
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,830.5966721,2.048,0,0.357,0,0,0,-15,C42H86O15
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,866.5602865,1.864,0,0.364,0,0,4,-12,C44H82O16
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,880.5759366,1.867,0,0.356,0,0,4,-12,C45H84O16
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,902.6541869,2.043,0,0.348,0,0,0,-16,C46H94O16
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,910.5865013,1.87,0,0.37,0,0,4,-13,C46H86O17
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,928.669837,2,0,0.333,0,0,1,-15,C48H96O16
surfactants_Terrabase_neg,curated list of 192 common surfactants compiled by http://www.terrabase-inc.com/ (download: 01.06.2022),blacklist,968.6283661,1.878,0,0.367,0,0,4,-14,C49H92O18