richness,sample
2075,STL_0035_ICR.1_p08.corems
2351,STL_0035_ICR.2_p08.corems
2434,STL_0035_ICR.3_p08.corems
1164,STL_0036_ICR.1_p08.corems
1763,STL_0036_ICR.2_p08.corems
1448,STL_0036_ICR.3_p08.corems
1100,STL_0037_ICR.1_p1.corems
1018,STL_0037_ICR.2_p1.corems
1201,STL_0037_ICR.3_p08.corems
2710,STL_0038_ICR.1_p08.corems
2744,STL_0038_ICR.2_p08.corems
2597,STL_0038_ICR.3_p08.corems
2183,STL_0039_ICR.1_p08.corems
2458,STL_0039_ICR.2_p08.corems
1044,STL_0039_ICR.3_p1.corems
1980,STL_0040_ICR.1_p08.corems
1600,STL_0040_ICR.2_p08.corems
2116,STL_0040_ICR.3_p08.corems
2571,STL_0041_ICR.1_p08.corems
1526,STL_0041_ICR.2_p08.corems
1928,STL_0041_ICR.3_p08.corems
2036,STL_0042_ICR.1_p08.corems
1729,STL_0042_ICR.2_p08.corems
2256,STL_0042_ICR.3_p08.corems
1950,STL_0043_ICR.1_p08.corems
2453,STL_0043_ICR.2_p08.corems
2461,STL_0043_ICR.3_p08.corems
2543,STL_0044_ICR.1_p08.corems
2472,STL_0044_ICR.2_p08.corems
2015,STL_0044_ICR.3_p08.corems
1298,STL_0045_ICR.1_p1.corems
2168,STL_0045_ICR.2_p08.corems
2123,STL_0045_ICR.3_p08.corems
2538,STL_0046_ICR.1_p08.corems
2624,STL_0046_ICR.2_p08.corems
2428,STL_0046_ICR.3_p08.corems
1345,STL_0047_ICR.1_p08.corems
1222,STL_0047_ICR.2_p1.corems
1402,STL_0047_ICR.3_p08.corems
1864,STL_0048_ICR.1_p1.corems
2314,STL_0048_ICR.2_p08.corems
2340,STL_0048_ICR.3_p08.corems
1956,STL_0049_ICR.1_p08.corems
2048,STL_0049_ICR.2_p08.corems
2498,STL_0049_ICR.3_p08.corems
2275,STL_0051_ICR.1_p08.corems
2175,STL_0051_ICR.2_p08.corems
2485,STL_0051_ICR.3_p08.corems
2644,STL_0052_ICR.1_p08.corems
2339,STL_0052_ICR.2_p08.corems
2542,STL_0052_ICR.3_p08.corems
2741,STL_0053_ICR.1_p08.corems
2501,STL_0053_ICR.2_p08.corems
2823,STL_0053_ICR.3_p08.corems
2683,STL_0054_ICR.1_p08.corems
2088,STL_0054_ICR.2_p08.corems
2314,STL_0054_ICR.3_p08.corems
1662,STL_0055_ICR.1_p08.corems
1588,STL_0055_ICR.2_p08.corems
1611,STL_0055_ICR.3_p08.corems
1741,STL_0056_ICR.1_p1.corems
2482,STL_0056_ICR.2_p08.corems
2350,STL_0056_ICR.3_p08.corems
2017,STL_0057_ICR.1_p08.corems
1848,STL_0057_ICR.2_p08.corems
2713,STL_0057_ICR.3_p08.corems
2902,STL_0058_ICR.1_p08.corems
2817,STL_0058_ICR.2_p08.corems
3045,STL_0058_ICR.3_p08.corems
2146,STL_0059_ICR.1_p08.corems
2550,STL_0059_ICR.2_p08.corems
2537,STL_0059_ICR.3_p08.corems
2130,STL_0060_ICR.1_p08.corems
2155,STL_0060_ICR.2_p08.corems
1230,STL_0060_ICR.3_p1.corems
2549,STL_0061_ICR.1_p08.corems
2447,STL_0061_ICR.2_p08.corems
2712,STL_0061_ICR.3_p08.corems
2672,STL_0062_ICR.1_p08.corems
2698,STL_0062_ICR.2_p08.corems
2263,STL_0062_ICR.3_p08.corems
2382,STL_0063_ICR.1_p08.corems
1971,STL_0063_ICR.2_p08.corems
2004,STL_0063_ICR.3_p08.corems
1866,STL_0064_ICR.1_p08.corems
2287,STL_0064_ICR.2_p08.corems
2346,STL_0064_ICR.3_p08.corems
2303,STL_0065_ICR.1_p08.corems
2814,STL_0065_ICR.2_p08.corems
2396,STL_0065_ICR.3_p08.corems
2849,STL_0066_ICR.1_p08.corems
2978,STL_0066_ICR.3_p08.corems
2033,STL_0067_ICR.1_p08.corems
2228,STL_0067_ICR.2_p08.corems
2041,STL_0067_ICR.3_p08.corems
2224,STL_0068_ICR.1_p08.corems
1906,STL_0068_ICR.2_p08.corems
2458,STL_0068_ICR.3_p08.corems
1936,STL_0069_ICR.1_p08.corems
2774,STL_0069_ICR.2_p08.corems
2634,STL_0069_ICR.3_p08.corems
2203,STL_0070_ICR.1_p08.corems
1756,STL_0070_ICR.2_p08.corems
2422,STL_0070_ICR.3_p08.corems
1822,STL_0071_ICR.1_p08.corems
1592,STL_0071_ICR.2_p1.corems
2629,STL_0071_ICR.3_p08.corems
2617,STL_0072_ICR.1_p08.corems
2110,STL_0072_ICR.2_p08.corems
2325,STL_0072_ICR.3_p08.corems
2530,STL_0073_ICR.1_p08.corems
2237,STL_0073_ICR.2_p08.corems
1997,STL_0073_ICR.3_p08.corems
1719,STL_0075_ICR.1_p08.corems
1779,STL_0075_ICR.2_p08.corems
2400,STL_0075_ICR.3_p08.corems
2553,STL_0076_ICR.1_p08.corems
2382,STL_0076_ICR.2_p08.corems
2705,STL_0076_ICR.3_p08.corems
1763,STL_0077_ICR.1_p08.corems
2643,STL_0077_ICR.2_p08.corems
2088,STL_0077_ICR.3_p08.corems
2108,STL_0078_ICR.1_p1.corems
2199,STL_0078_ICR.2_p08.corems
2117,STL_0078_ICR.3_p08.corems
2178,STL_0079_ICR.1_p08.corems
2207,STL_0079_ICR.2_p08.corems
1805,STL_0079_ICR.3_p08.corems
2159,STL_0080_ICR.1_p08.corems
2877,STL_0080_ICR.2_p08.corems
2891,STL_0080_ICR.3_p08.corems
2335,STL_0081_ICR.1_p08.corems
2828,STL_0081_ICR.2_p08.corems
2281,STL_0081_ICR.3_p08.corems
2822,STL_0082_ICR.1_p08.corems
2881,STL_0082_ICR.2_p08.corems
2733,STL_0082_ICR.3_p08.corems
2388,STL_0083_ICR.1_p08.corems
2626,STL_0083_ICR.2_p08.corems
1966,STL_0083_ICR.3_p08.corems
2187,STL_0084_ICR.1_p08.corems
2931,STL_0084_ICR.2_p08.corems
2835,STL_0084_ICR.3_p08.corems
2175,STL_0085_ICR.1_p08.corems
2007,STL_0085_ICR.2_p08.corems
1742,STL_0085_ICR.3_p08.corems
1964,STL_0086_ICR.1_p08.corems
2775,STL_0086_ICR.2_p08.corems
2950,STL_0086_ICR.3_p08.corems
2313,STL_0087_ICR.1_p08.corems
2683,STL_0087_ICR.2_p08.corems
2708,STL_0087_ICR.3_p08.corems
2415,STL_0088_ICR.1_p08.corems
2051,STL_0088_ICR.2_p08.corems
2004,STL_0088_ICR.3_p08.corems
2299,STL_0089_ICR.1_p08.corems
2271,STL_0089_ICR.2_p08.corems
2533,STL_0089_ICR.3_p08.corems
2356,STL_0090_ICR.1_p08.corems
2990,STL_0090_ICR.2_p08.corems
2584,STL_0090_ICR.3_p08.corems
2285,STL_0091_ICR.1_p08.corems
2438,STL_0091_ICR.2_p08.corems
2717,STL_0091_ICR.3_p08.corems
2636,STL_0092_ICR.1_p08.corems
2067,STL_0092_ICR.2_p08.corems
2376,STL_0092_ICR.3_p08.corems
2042,STL_0093_ICR.1_p08.corems
1918,STL_0093_ICR.2_p08.corems
2179,STL_0093_ICR.3_p08.corems
1791,STL_0094_ICR.1_p08.corems
2056,STL_0094_ICR.2_p08.corems
1737,STL_0094_ICR.3_p08.corems
1077,STL_0095_ICR.1_p08.corems
1030,STL_0095_ICR.2_p1.corems
1281,STL_0095_ICR.3_p1.corems
1349,STL_0097_ICR.1_p08.corems
646,STL_0097_ICR.2_p08.corems
1394,STL_0097_ICR.3_p1.corems
691,STL_Field_Bucket_Blank.1_p08.corems
705,STL_Field_Bucket_Blank.2_p08.corems
434,STL_Field_Bucket_Blank.3_p08.corems
1044,STL_Field_GOFLO_Blank.1_p08.corems
876,STL_Field_GOFLO_Blank.2_p08.corems
110,STL_Field_GOFLO_Blank.3_p08.corems
789,STL_Process_Blank.1_p08.corems
230,STL_Process_Blank.10_p08.corems
239,STL_Process_Blank.2_p08.corems
231,STL_Process_Blank.3_p08.corems
270,STL_Process_Blank.4_p08.corems
356,STL_Process_Blank.5_p08.corems
553,STL_Process_Blank.6_p08.corems
696,STL_Process_Blank.7_p08.corems
526,STL_Process_Blank.8_p08.corems
291,STL_Process_Blank.9_p08.corems
56,STL_Raw_MilliQ_Blank.1_p08.corems
37,STL_Raw_MilliQ_Blank.10_p08.corems
49,STL_Raw_MilliQ_Blank.2_p08.corems
55,STL_Raw_MilliQ_Blank.3_p08.corems
76,STL_Raw_MilliQ_Blank.4_p08.corems
53,STL_Raw_MilliQ_Blank.5_p08.corems
63,STL_Raw_MilliQ_Blank.6_p08.corems
39,STL_Raw_MilliQ_Blank.7_p08.corems
50,STL_Raw_MilliQ_Blank.8_p08.corems
39,STL_Raw_MilliQ_Blank.9_p08.corems
8483,Textor2018_11_CREW_Leachate_Start.corems
2874,Textor2018_13_Aucilla_R_Start.corems
10161,Textor2018_15_Aucilla_Leachate_Start.corems
7856,Textor2018_17_Ochlockonee_R_Start.corems
7516,Textor2018_19_Ochlockonee_Leachate_Start.corems
6604,Textor2018_3_Suwannee_Leachate_Start.corems
9696,Textor2018_7_Sopchoppy_Leachate_Start.corems
11734,Textor2018_9_CREW_FW_Start.corems
2498,Textor2019_ESI_Neg_11_reassigned.corems
3534,Textor2019_ESI_Neg_13_reassigned.corems
3704,Textor2019_ESI_Neg_15_reassigned.corems
3288,Textor2019_ESI_Neg_17_reassigned.corems
3654,Textor2019_ESI_Neg_19_reassigned.corems
3529,Textor2019_ESI_Neg_21_reassigned.corems
3674,Textor2019_ESI_Neg_23_reassigned.corems
1867,Textor2019_ESI_Neg_25_reassigned.corems
2739,Textor2019_ESI_Neg_27_reassigned.corems
2901,Textor2019_ESI_Neg_3_reassigned.corems
2177,Textor2019_ESI_Neg_5_reassigned.corems
3049,Textor2019_ESI_Neg_7_reassigned.corems
1656,Vaughn2023_ESI.Neg_AK_10_sum100_1_calibrated.corems
9998,Vaughn2023_ESI.Neg_AK_100_sum100_1_calibrated.corems
1253,Vaughn2023_ESI.Neg_AK_104_sum100_1_calibrated.corems
11752,Vaughn2023_ESI.Neg_AK_106_sum100_1_calibrated.corems
10037,Vaughn2023_ESI.Neg_AK_110_sum100_1_calibrated.corems
9715,Vaughn2023_ESI.Neg_AK_112_sum100_1_calibrated.corems
13120,Vaughn2023_ESI.Neg_AK_12_sum100_1_calibrated.corems
11956,Vaughn2023_ESI.Neg_AK_122_sum100_1_calibrated.corems
8893,Vaughn2023_ESI.Neg_AK_124_sum100_1_calibrated.corems
2267,Vaughn2023_ESI.Neg_AK_126_sum100_1_calibrated.corems
14016,Vaughn2023_ESI.Neg_AK_130_sum100_1_calibrated.corems
10459,Vaughn2023_ESI.Neg_AK_132_sum100_1_calibrated.corems
10960,Vaughn2023_ESI.Neg_AK_142_sum100_1_calibrated.corems
2003,Vaughn2023_ESI.Neg_AK_144_sum100_1_calibrated.corems
13346,Vaughn2023_ESI.Neg_AK_146_sum100_1_calibrated.corems
12667,Vaughn2023_ESI.Neg_AK_156_sum100_1_calibrated.corems
11939,Vaughn2023_ESI.Neg_AK_16_sum100_1_calibrated.corems
12299,Vaughn2023_ESI.Neg_AK_162_sum100_1_calibrated.corems
12593,Vaughn2023_ESI.Neg_AK_174_sum100_1_calibrated.corems
1817,Vaughn2023_ESI.Neg_AK_2_sum100_1_calibrated.corems
10422,Vaughn2023_ESI.Neg_AK_20_sum100_1_calibrated.corems
13709,Vaughn2023_ESI.Neg_AK_28_sum100_1_calibrated.corems
1923,Vaughn2023_ESI.Neg_AK_30_sum100_1_calibrated.corems
3588,Vaughn2023_ESI.Neg_AK_32_sum100_1_calibrated.corems
4527,Vaughn2023_ESI.Neg_AK_38_sum100_calibrated.corems
4044,Vaughn2023_ESI.Neg_AK_4_sum100_1_calibrated.corems
8621,Vaughn2023_ESI.Neg_AK_40_sum100_calibrated.corems
8355,Vaughn2023_ESI.Neg_AK_44_sum100_calibrated.corems
10509,Vaughn2023_ESI.Neg_AK_48_sum100_calibrated.corems
3070,Vaughn2023_ESI.Neg_AK_50_sum100_calibrated.corems
6215,Vaughn2023_ESI.Neg_AK_52_sum100_calibrated.corems
12742,Vaughn2023_ESI.Neg_AK_6_sum100_1_calibrated.corems
7753,Vaughn2023_ESI.Neg_AK_62_sum100_calibrated.corems
9902,Vaughn2023_ESI.Neg_AK_66_sum100_calibrated.corems
9216,Vaughn2023_ESI.Neg_AK_68_sum100_calibrated.corems
12192,Vaughn2023_ESI.Neg_AK_70_sum100_calibrated.corems
10935,Vaughn2023_ESI.Neg_AK_72_sum100_calibrated.corems
9197,Vaughn2023_ESI.Neg_AK_74_sum100_calibrated.corems
11797,Vaughn2023_ESI.Neg_AK_8_sum100_1_calibrated.corems
4377,Vaughn2023_ESI.Neg_AK_80_sum100_calibrated.corems
10269,Vaughn2023_ESI.Neg_AK_82_sum100_calibrated.corems
8332,Vaughn2023_ESI.Neg_AK_94_sum100_1_calibrated.corems
10025,Vaughn2023_ESI.Neg_AK_96_sum100_1_calibrated.corems
2525,YDE21_001.1_p025_7T.corems
2846,YDE21_001.2_p025_7T.corems
2997,YDE21_001.3_p025_7T.corems
795,YDE21_002.1_p025_7T.corems
2978,YDE21_002.2_p025_7T.corems
2614,YDE21_002.3_p025_7T.corems
1735,YDE21_003.1_p025_7T.corems
1771,YDE21_003.2_p025_7T.corems
1317,YDE21_003.3_p025_7T.corems
1505,YDE21_004.1_p025_7T.corems
1404,YDE21_004.2_p025_7T.corems
1095,YDE21_004.3_p025_7T.corems
1143,YDE21_005.1_p025_7T.corems
1652,YDE21_005.2_p025_7T.corems
1797,YDE21_005.3_p025_7T.corems
1360,YDE21_006.1_p025_7T.corems
1305,YDE21_006.2_p025_7T.corems
376,YDE21_006.3_p025_7T.corems
1068,YDE21_007.1_p025_7T.corems
1072,YDE21_007.2_p025_7T.corems
1537,YDE21_007.3_p025_7T.corems
619,YDE21_008.1_p025_7T.corems
677,YDE21_008.2_p025_7T.corems
1743,YDE21_008.3_p025_7T.corems
1429,YDE21_009.1_p025_7T.corems
2151,YDE21_009.2_p025_7T.corems
1561,YDE21_009.3_p025_7T.corems
2019,YDE21_01_SED.1_p025_7T.corems
2085,YDE21_01_SED.2_p025_7T.corems
1593,YDE21_01_SED.3_p025_7T.corems
951,YDE21_010.1_p025_7T.corems
1258,YDE21_010.2_p025_7T.corems
826,YDE21_010.3_p025_7T.corems
1327,YDE21_011.1_p025_7T.corems
1311,YDE21_011.2_p025_7T.corems
1251,YDE21_011.3_p025_7T.corems
1405,YDE21_012.1_p025_7T.corems
1149,YDE21_012.2_p025_7T.corems
699,YDE21_012.3_p025_7T.corems
1642,YDE21_013.1_p025_7T.corems
1397,YDE21_013.2_p025_7T.corems
977,YDE21_013.3_p025_7T.corems
356,YDE21_014.1_p025_7T.corems
502,YDE21_014.2_p025_7T.corems
188,YDE21_014.3_p025_7T.corems
695,YDE21_015.1_p025_7T.corems
709,YDE21_015.2_p025_7T.corems
875,YDE21_015.3_p025_7T.corems
1070,YDE21_016.1_p025_7T.corems
264,YDE21_016.2_p025_7T.corems
1362,YDE21_016.3_p025_7T.corems
891,YDE21_017.1_p025_7T.corems
944,YDE21_017.2_p025_7T.corems
1912,YDE21_017.3_p025_7T.corems
1682,YDE21_018.1_p025_7T.corems
1563,YDE21_018.2_p025_7T.corems
1605,YDE21_018.3_p025_7T.corems
1100,YDE21_019.1_p025_7T.corems
1149,YDE21_019.2_p025_7T.corems
1426,YDE21_02_SED.1_p025_7T.corems
2105,YDE21_02_SED.2_p025_7T.corems
1996,YDE21_02_SED.3_p025_7T.corems
1167,YDE21_020.1_p025_7T.corems
875,YDE21_020.2_p025_7T.corems
1477,YDE21_020.3_p025_7T.corems
1261,YDE21_021.1_p025_7T.corems
1586,YDE21_021.2_p025_7T.corems
749,YDE21_021.3_p025_7T.corems
799,YDE21_022.1_p025_7T.corems
902,YDE21_022.2_p025_7T.corems
951,YDE21_022.3_p025_7T.corems
1616,YDE21_023.1_p025_7T.corems
956,YDE21_023.2_p025_7T.corems
1332,YDE21_023.3_p025_7T.corems
879,YDE21_024.1_p025_7T.corems
1684,YDE21_024.2_p025_7T.corems
1580,YDE21_024.3_p025_7T.corems
1563,YDE21_025.1_p025_7T.corems
1123,YDE21_025.2_p025_7T.corems
1513,YDE21_025.3_p025_7T.corems
612,YDE21_026.1_p025_7T.corems
254,YDE21_026.2_p025_7T.corems
857,YDE21_026.3_p025_7T.corems
1476,YDE21_027.1_p025_7T.corems
1083,YDE21_027.2_p025_7T.corems
1613,YDE21_027.3_p025_7T.corems
868,YDE21_028.1_p025_7T.corems
1657,YDE21_028.2_p025_7T.corems
1491,YDE21_028.3_p025_7T.corems
1713,YDE21_029.1_p025_7T.corems
585,YDE21_029.2_p025_7T.corems
1102,YDE21_029.3_p025_7T.corems
1023,YDE21_030.1_p025_7T.corems
1384,YDE21_030.2_p025_7T.corems
857,YDE21_030.3_p025_7T.corems
2053,YDE21_031.1_p025_7T.corems
1669,YDE21_031.2_p025_7T.corems
2046,YDE21_031.3_p025_7T.corems
2266,YDE21_032.1_p025_7T.corems
2058,YDE21_032.3_p025_7T.corems
1834,YDE21_033.1_p025_7T.corems
1912,YDE21_033.2_p025_7T.corems
240,YDE21_033.3_p025_7T.corems
1974,YDE21_034.1_p025_7T.corems
201,YDE21_034.2_p025_7T.corems
1771,YDE21_034.3_p025_7T.corems
2781,YDE21_035.1_p025_7T.corems
1749,YDE21_035.2_p025_7T.corems
2812,YDE21_035.3_p025_7T.corems
1671,YDE21_036.1_p025_7T.corems
1335,YDE21_036.2_p025_7T.corems
1561,YDE21_036.3_p025_7T.corems
1981,YDE21_037.1_p025_7T.corems
1887,YDE21_037.2_p025_7T.corems
1436,YDE21_037.3_p025_7T.corems
1588,YDE21_038.1_p025_7T.corems
1510,YDE21_038.2_p025_7T.corems
1835,YDE21_038.3_p025_7T.corems
1519,YDE21_039.1_p025_7T.corems
1463,YDE21_039.2_p025_7T.corems
1334,YDE21_039.3_p025_7T.corems
2076,YDE21_040.1_p025_7T.corems
1742,YDE21_040.2_p025_7T.corems
638,YDE21_040.3_p025_7T.corems
2104,YDE21_041.1_p025_7T.corems
656,YDE21_041.2_p025_7T.corems
1570,YDE21_041.3_p025_7T.corems
1469,YDE21_042.1_p025_7T.corems
1624,YDE21_042.2_p025_7T.corems
1561,YDE21_042.3_p025_7T.corems
1753,YDE21_043.1_p025_7T.corems
994,YDE21_043.2_p025_7T.corems
1342,YDE21_043.3_p025_7T.corems
226,YDE21_044.1_p025_7T.corems
1062,YDE21_044.2_p025_7T.corems
1133,YDE21_044.3_p025_7T.corems
1399,YDE21_045.1_p025_7T.corems
693,YDE21_045.2_p025_7T.corems
789,YDE21_045.3_p025_7T.corems
1673,YDE21_046.1_p025_7T.corems
1628,YDE21_046.2_p025_7T.corems
1851,YDE21_046.3_p025_7T.corems
1545,YDE21_047.1_p025_7T.corems
1389,YDE21_047.2_p025_7T.corems
655,YDE21_047.3_p025_7T.corems
978,YDE21_048.1_p025_7T.corems
927,YDE21_048.2_p025_7T.corems
1764,YDE21_048.3_p025_7T.corems
1556,YDE21_049.1_p025_7T.corems
1394,YDE21_049.2_p025_7T.corems
1870,YDE21_049.3_p025_7T.corems
2191,YDE21_050.1_p025_7T.corems
1947,YDE21_050.2_p025_7T.corems
1609,YDE21_050.3_p025_7T.corems
822,YDE21_051.1_p025_7T.corems
1147,YDE21_051.2_p025_7T.corems
1128,YDE21_051.3_p025_7T.corems
1173,YDE21_052.1_p025_7T.corems
884,YDE21_052.2_p025_7T.corems
1304,YDE21_052.3_p025_7T.corems
1438,YDE21_053.1_p025_7T.corems
2270,YDE21_053.2_p025_7T.corems
2505,YDE21_053.3_p025_7T.corems
1658,YDE21_054.1_p025_7T.corems
2026,YDE21_054.2_p025_7T.corems
2109,YDE21_054.3_p025_7T.corems
1137,YDE21_Blank_SED.1_p025_7T.corems
1492,YDE21_Blank_SED.2_p025_7T.corems
1298,YDE21_Blank_SED.3_p025_7T.corems
1204,YDE21_Process_Blank.1_p025_7T.corems
992,YDE21_Process_Blank.2_p025_7T.corems
677,YDE21_Process_Blank.3_p025_7T.corems
895,YDE21_Process_Blank.4_p025_7T.corems
1302,YDE21_Process_Blank.5_p025_7T.corems
1058,YDE21_Process_Blank.6_p025_7T.corems
45,YDE21_Raw_MilliQ_Blank.1_p025_7T.corems
44,YDE21_Raw_MilliQ_Blank.2_p025_7T.corems
34,YDE21_Raw_MilliQ_Blank.3_p025_7T.corems
12,YDE21_Raw_MilliQ_Blank.4_p025_7T.corems
39,YDE21_Raw_MilliQ_Blank.5_p025_7T.corems
4077,YDE22_055.1_p025_7T.corems
3980,YDE22_055.2_p025_7T.corems
4762,YDE22_055.3_p025_7T.corems
3050,YDE22_056.1_p025_7T.corems
2885,YDE22_056.2_p025_7T.corems
2606,YDE22_056.3_p025_7T.corems
2305,YDE22_057.1_p025_7T.corems
2528,YDE22_057.2_p025_7T.corems
2357,YDE22_057.3_p025_7T.corems
6593,YDE22_058.1_p025_7T.corems
5724,YDE22_058.2_p025_7T.corems
3757,YDE22_058.3_p025_7T.corems
2489,YDE22_059.1_p025_7T.corems
3131,YDE22_059.2_p025_7T.corems
2864,YDE22_059.3_p025_7T.corems
1993,YDE22_060.1_p025_7T.corems
2296,YDE22_060.2_p025_7T.corems
2177,YDE22_060.3_p025_7T.corems
6452,YDE22_061.1_p025_7T.corems
6340,YDE22_061.2_p025_7T.corems
6728,YDE22_061.3_p025_7T.corems
4664,YDE22_062.1_p025_7T.corems
5582,YDE22_062.2_p025_7T.corems
4543,YDE22_062.3_p025_7T.corems
6831,YDE22_063.1_p025_7T.corems
7058,YDE22_063.2_p025_7T.corems
6667,YDE22_063.3_p025_7T.corems
5019,YDE22_064.1_p025_7T.corems
3855,YDE22_064.2_p025_7T.corems
4650,YDE22_064.3_p025_7T.corems
3134,YDE22_065.1_p025_7T.corems
3867,YDE22_065.2_p025_7T.corems
2872,YDE22_065.3_p025_7T.corems
1719,YDE22_Process_Blank.1_p025_7T.corems
1498,YDE22_Process_Blank.2_p025_7T.corems
1892,YDE22_Process_Blank.3_p025_7T.corems
51,YDE22_Raw_MilliQ_Blank.1_p025_7T.corems
317,YDE22_Raw_MilliQ_Blank.2_p025_7T.corems
146,YDE22_Raw_MilliQ_Blank.3_p025_7T.corems
6094,Zhou2022_BMH2.July.corems
3102,Zhou2022_CHH4.July.corems
6425,Zhou2022_DSH1.July.corems
2855,Zhou2022_GH5.July.corems
6838,Zhou2022_GYH3.corems
5326,Zhou2022_HTH1.July.corems
7553,Zhou2022_July_Caizi_4.corems
7121,Zhou2022_July_Dongping_4.corems
5695,Zhou2022_July_Nansi_16.corems
7086,Zhou2022_July_Nansi_2.corems
5727,Zhou2022_Lake.Dongting.9.corems
5771,Zhou2022_LWS1.July.corems
6659,Zhou2022_NSH5.July.corems
4721,Zhou2022_SJH4.July.corems
4742,Zhou2022_TH.No.12.corems
3044,Zhou2022_TH.No.16.corems
5677,Zhou2022_TH.No.8.corems
7237,Zhou2022_TH16.August.corems
6489,Zhou2022_TH8.August.corems
6274,Zhou2022_WBH1.July.corems
4735,Zhou2022_YCH2.July.corems
